YYYYMMDD,UVIEF,UVIEFerr,UVDEF,UVDEFerr,UVDEC,UVDECerr,UVDVF,UVDVFerr,UVDVC,UVDVCerr,UVDDF,UVDDFerr,UVDDC,UVDDCerr,CMF,ozone
20130328,3.806,0.381,1.951,0.215,-1.0,-1.0,2.899,0.531,-1.0,-1.0,0.577,0.181,-1.0,-1.0,-1.0,457.8
20130329,4.31,0.384,2.194,0.218,-1.0,-1.0,3.435,0.537,-1.0,-1.0,0.727,0.183,-1.0,-1.0,-1.0,416.3
20130330,4.473,0.388,2.278,0.22,-1.0,-1.0,3.611,0.543,-1.0,-1.0,0.777,0.185,-1.0,-1.0,-1.0,407.9
20130331,4.818,0.392,2.448,0.223,-1.0,-1.0,3.984,0.55,-1.0,-1.0,0.888,0.188,-1.0,-1.0,-1.0,387.8
20130401,4.955,0.395,2.521,0.225,-1.0,-1.0,4.135,0.556,-1.0,-1.0,0.932,0.19,-1.0,-1.0,-1.0,382.9
20130402,5.205,0.398,2.647,0.228,-1.0,-1.0,4.409,0.563,-1.0,-1.0,1.016,0.192,-1.0,-1.0,-1.0,371.7
20130403,5.203,0.402,2.655,0.23,-1.0,-1.0,4.413,0.569,-1.0,-1.0,1.013,0.194,-1.0,-1.0,-1.0,375.2
20130404,5.587,0.405,2.846,0.233,-1.0,-1.0,4.835,0.576,-1.0,-1.0,1.149,0.196,-1.0,-1.0,-1.0,358.0
20130405,5.123,0.408,2.633,0.235,-1.0,-1.0,4.335,0.582,-1.0,-1.0,0.981,0.198,-1.0,-1.0,-1.0,386.8
20130406,5.598,0.412,2.868,0.238,-1.0,-1.0,4.858,0.588,-1.0,-1.0,1.148,0.2,-1.0,-1.0,-1.0,363.8
20130407,5.715,0.415,2.933,0.241,-1.0,-1.0,4.994,0.595,-1.0,-1.0,1.189,0.203,-1.0,-1.0,-1.0,361.1
20130408,5.918,0.418,3.04,0.243,-1.0,-1.0,5.223,0.6,-1.0,-1.0,1.263,0.205,-1.0,-1.0,-1.0,354.4
20130409,6.012,0.421,3.094,0.245,-1.0,-1.0,5.333,0.606,-1.0,-1.0,1.297,0.207,-1.0,-1.0,-1.0,353.0
20130410,6.871,0.425,3.518,0.248,-1.0,-1.0,6.293,0.612,-1.0,-1.0,1.638,0.209,-1.0,-1.0,-1.0,321.4
20130411,6.858,0.428,3.522,0.251,-1.0,-1.0,6.288,0.619,-1.0,-1.0,1.63,0.211,-1.0,-1.0,-1.0,324.3
20130412,7.461,0.431,3.824,0.253,-1.0,-1.0,6.97,0.625,-1.0,-1.0,1.884,0.213,-1.0,-1.0,-1.0,306.9
20130413,7.782,0.434,3.991,0.255,-1.0,-1.0,7.342,0.631,-1.0,-1.0,2.023,0.215,-1.0,-1.0,-1.0,299.7
20130414,6.785,0.437,3.516,0.257,-1.0,-1.0,6.235,0.636,-1.0,-1.0,1.594,0.217,-1.0,-1.0,-1.0,334.3
20130415,7.187,0.44,3.722,0.26,-1.0,-1.0,6.696,0.642,-1.0,-1.0,1.76,0.219,-1.0,-1.0,-1.0,322.4
20130416,7.797,0.443,4.031,0.262,-1.0,-1.0,7.395,0.648,-1.0,-1.0,2.024,0.221,-1.0,-1.0,-1.0,305.6
20130417,8.034,0.445,4.158,0.264,-1.0,-1.0,7.675,0.653,-1.0,-1.0,2.129,0.222,-1.0,-1.0,-1.0,300.9
20130418,8.206,0.448,4.253,0.267,-1.0,-1.0,7.884,0.66,-1.0,-1.0,2.207,0.225,-1.0,-1.0,-1.0,298.1
20130419,8.419,0.451,4.369,0.269,-1.0,-1.0,8.139,0.665,-1.0,-1.0,2.304,0.226,-1.0,-1.0,-1.0,294.4
20130420,7.91,0.453,4.129,0.271,-1.0,-1.0,7.573,0.67,-1.0,-1.0,2.07,0.228,-1.0,-1.0,-1.0,310.0
20130421,6.746,0.455,3.562,0.273,-1.0,-1.0,6.258,0.674,-1.0,-1.0,1.568,0.229,-1.0,-1.0,-1.0,351.3
20130422,6.44,0.457,3.419,0.275,-1.0,-1.0,5.918,0.68,-1.0,-1.0,1.444,0.231,-1.0,-1.0,-1.0,366.1
20130423,6.349,0.459,3.382,0.277,-1.0,-1.0,5.823,0.685,-1.0,-1.0,1.407,0.233,-1.0,-1.0,-1.0,372.2
20130424,7.725,0.462,4.078,0.279,-1.0,-1.0,7.41,0.69,-1.0,-1.0,1.984,0.235,-1.0,-1.0,-1.0,322.7
20130425,6.298,0.464,3.373,0.281,-1.0,-1.0,5.781,0.694,-1.0,-1.0,1.385,0.236,-1.0,-1.0,-1.0,378.7
20130426,5.942,0.466,3.203,0.283,-1.0,-1.0,5.38,0.7,-1.0,-1.0,1.247,0.238,-1.0,-1.0,-1.0,398.4
20130427,5.991,0.468,3.235,0.285,-1.0,-1.0,5.443,0.704,-1.0,-1.0,1.265,0.24,-1.0,-1.0,-1.0,397.9
20130428,6.69,0.47,3.595,0.286,-1.0,-1.0,6.258,0.709,-1.0,-1.0,1.54,0.241,-1.0,-1.0,-1.0,367.1
20130429,6.306,0.472,3.409,0.289,-1.0,-1.0,5.823,0.714,-1.0,-1.0,1.386,0.243,-1.0,-1.0,-1.0,386.1
20130430,7.174,0.475,3.856,0.29,-1.0,-1.0,6.839,0.719,-1.0,-1.0,1.741,0.244,-1.0,-1.0,-1.0,351.4
20130501,7.237,0.477,3.897,0.292,-1.0,-1.0,6.923,0.723,-1.0,-1.0,1.768,0.246,-1.0,-1.0,-1.0,350.7
20130502,7.912,0.479,4.249,0.294,-1.0,-1.0,7.722,0.727,-1.0,-1.0,2.065,0.247,-1.0,-1.0,-1.0,329.5
20130503,7.804,0.481,4.203,0.296,-1.0,-1.0,7.608,0.732,-1.0,-1.0,2.016,0.249,-1.0,-1.0,-1.0,334.3
20130504,8.306,0.483,4.468,0.298,-1.0,-1.0,8.208,0.736,-1.0,-1.0,2.246,0.25,-1.0,-1.0,-1.0,320.6
20130505,8.125,0.484,4.385,0.299,-1.0,-1.0,8.008,0.74,-1.0,-1.0,2.162,0.252,-1.0,-1.0,-1.0,327.1
20130506,8.007,0.486,4.333,0.301,-1.0,-1.0,7.881,0.744,-1.0,-1.0,2.109,0.253,-1.0,-1.0,-1.0,331.9
20130507,7.007,0.487,3.829,0.302,-1.0,-1.0,6.712,0.748,-1.0,-1.0,1.67,0.254,-1.0,-1.0,-1.0,368.2
20130508,6.362,0.488,3.505,0.304,-1.0,-1.0,5.959,0.752,-1.0,-1.0,1.406,0.256,-1.0,-1.0,-1.0,398.1
20130509,7.152,0.49,3.919,0.305,-1.0,-1.0,6.902,0.755,-1.0,-1.0,1.732,0.257,-1.0,-1.0,-1.0,365.1
20130510,7.337,0.492,4.022,0.307,-1.0,-1.0,7.131,0.759,-1.0,-1.0,1.812,0.258,-1.0,-1.0,-1.0,359.3
20130511,7.238,0.493,3.978,0.308,-1.0,-1.0,7.022,0.763,-1.0,-1.0,1.77,0.259,-1.0,-1.0,-1.0,364.3
20130512,6.69,0.494,3.702,0.309,-1.0,-1.0,6.38,0.766,-1.0,-1.0,1.539,0.261,-1.0,-1.0,-1.0,388.1
20130513,6.06,0.495,3.382,0.311,-1.0,-1.0,5.639,0.769,-1.0,-1.0,1.289,0.262,-1.0,-1.0,-1.0,420.5
20130514,6.989,0.497,3.87,0.312,-1.0,-1.0,6.753,0.773,-1.0,-1.0,1.665,0.263,-1.0,-1.0,-1.0,377.5
20130515,8.551,0.499,4.69,0.314,-1.0,-1.0,8.632,0.777,-1.0,-1.0,2.368,0.264,-1.0,-1.0,-1.0,325.5
20130516,8.232,0.5,4.532,0.315,-1.0,-1.0,8.26,0.78,-1.0,-1.0,2.218,0.265,-1.0,-1.0,-1.0,335.7
20130517,8.283,0.501,4.566,0.316,-1.0,-1.0,8.331,0.783,-1.0,-1.0,2.242,0.266,-1.0,-1.0,-1.0,335.1
20130518,8.385,0.503,4.627,0.317,-1.0,-1.0,8.464,0.786,-1.0,-1.0,2.291,0.267,-1.0,-1.0,-1.0,332.9
20130519,8.695,0.504,4.796,0.319,-1.0,-1.0,8.849,0.789,-1.0,-1.0,2.439,0.268,-1.0,-1.0,-1.0,325.0
20130520,8.316,0.505,4.604,0.32,-1.0,-1.0,8.4,0.792,-1.0,-1.0,2.259,0.269,-1.0,-1.0,-1.0,336.6
20130521,7.785,0.506,4.333,0.321,-1.0,-1.0,7.768,0.795,-1.0,-1.0,2.015,0.27,-1.0,-1.0,-1.0,354.4
20130522,8.641,0.507,4.789,0.322,-1.0,-1.0,8.813,0.798,-1.0,-1.0,2.415,0.271,-1.0,-1.0,-1.0,328.8
20130523,8.824,0.508,4.892,0.323,-1.0,-1.0,9.045,0.8,-1.0,-1.0,2.505,0.272,-1.0,-1.0,-1.0,324.4
20130524,7.988,0.509,4.458,0.324,-1.0,-1.0,8.039,0.802,-1.0,-1.0,2.11,0.273,-1.0,-1.0,-1.0,349.9
20130525,7.509,0.509,4.212,0.325,-1.0,-1.0,7.466,0.805,-1.0,-1.0,1.894,0.274,-1.0,-1.0,-1.0,367.2
20130526,7.611,0.51,4.271,0.326,-1.0,-1.0,7.597,0.808,-1.0,-1.0,1.94,0.275,-1.0,-1.0,-1.0,364.2
20130527,8.464,0.512,4.727,0.327,-1.0,-1.0,8.643,0.81,-1.0,-1.0,2.334,0.275,-1.0,-1.0,-1.0,337.1
20130528,8.894,0.513,4.96,0.328,-1.0,-1.0,9.176,0.812,-1.0,-1.0,2.544,0.276,-1.0,-1.0,-1.0,325.6
20130529,9.374,0.514,5.22,0.329,-1.0,-1.0,9.771,0.814,-1.0,-1.0,2.783,0.277,-1.0,-1.0,-1.0,313.9
20130530,9.399,0.514,5.238,0.33,-1.0,-1.0,9.81,0.817,-1.0,-1.0,2.797,0.278,-1.0,-1.0,-1.0,313.7
20130531,9.199,0.515,5.138,0.331,-1.0,-1.0,9.574,0.819,-1.0,-1.0,2.697,0.278,-1.0,-1.0,-1.0,319.1
20130601,9.623,0.516,5.369,0.332,-1.0,-1.0,10.103,0.821,-1.0,-1.0,2.914,0.279,-1.0,-1.0,-1.0,309.3
20130602,10.309,0.517,5.738,0.332,-1.0,-1.0,10.954,0.823,-1.0,-1.0,3.275,0.28,-1.0,-1.0,-1.0,294.8
20130603,9.17,0.517,5.138,0.333,-1.0,-1.0,9.561,0.824,-1.0,-1.0,2.686,0.28,-1.0,-1.0,-1.0,321.1
20130604,9.071,0.517,5.089,0.333,-1.0,-1.0,9.445,0.825,-1.0,-1.0,2.637,0.28,-1.0,-1.0,-1.0,324.0
20130605,9.546,0.518,5.347,0.334,-1.0,-1.0,10.037,0.827,-1.0,-1.0,2.878,0.281,-1.0,-1.0,-1.0,312.5
20130606,9.711,0.518,5.438,0.334,-1.0,-1.0,10.246,0.828,-1.0,-1.0,2.963,0.281,-1.0,-1.0,-1.0,309.0
20130607,10.033,0.519,5.614,0.335,-1.0,-1.0,10.651,0.83,-1.0,-1.0,3.133,0.282,-1.0,-1.0,-1.0,302.1
20130608,9.506,0.519,5.337,0.336,-1.0,-1.0,10.005,0.831,-1.0,-1.0,2.86,0.282,-1.0,-1.0,-1.0,314.4
20130609,8.979,0.519,5.059,0.336,-1.0,-1.0,9.361,0.832,-1.0,-1.0,2.595,0.283,-1.0,-1.0,-1.0,327.9
20130610,9.497,0.52,5.338,0.337,-1.0,-1.0,10.004,0.833,-1.0,-1.0,2.856,0.283,-1.0,-1.0,-1.0,315.0
20130611,8.771,0.52,4.953,0.337,-1.0,-1.0,9.112,0.834,-1.0,-1.0,2.494,0.283,-1.0,-1.0,-1.0,334.0
20130612,9.675,0.521,5.439,0.337,-1.0,-1.0,10.233,0.835,-1.0,-1.0,2.949,0.284,-1.0,-1.0,-1.0,311.2
20130613,8.936,0.52,5.046,0.337,-1.0,-1.0,9.323,0.835,-1.0,-1.0,2.576,0.284,-1.0,-1.0,-1.0,329.9
20130614,7.833,0.52,4.457,0.337,-1.0,-1.0,7.963,0.835,-1.0,-1.0,2.05,0.284,-1.0,-1.0,-1.0,363.8
20130615,8.689,0.521,4.917,0.338,-1.0,-1.0,9.023,0.836,-1.0,-1.0,2.455,0.284,-1.0,-1.0,-1.0,337.0
20130616,9.728,0.521,5.475,0.338,-1.0,-1.0,10.311,0.837,-1.0,-1.0,2.979,0.284,-1.0,-1.0,-1.0,310.5
20130617,9.092,0.521,5.135,0.338,-1.0,-1.0,9.526,0.837,-1.0,-1.0,2.655,0.284,-1.0,-1.0,-1.0,326.1
20130618,9.28,0.521,5.237,0.338,-1.0,-1.0,9.76,0.837,-1.0,-1.0,2.75,0.284,-1.0,-1.0,-1.0,321.4
20130619,8.577,0.521,4.861,0.338,-1.0,-1.0,8.891,0.837,-1.0,-1.0,2.402,0.284,-1.0,-1.0,-1.0,340.5
20130620,8.805,0.521,4.984,0.338,-1.0,-1.0,9.174,0.837,-1.0,-1.0,2.514,0.284,-1.0,-1.0,-1.0,334.0
20130621,9.084,0.521,5.133,0.338,-1.0,-1.0,9.521,0.837,-1.0,-1.0,2.652,0.284,-1.0,-1.0,-1.0,326.4
20130622,8.989,0.521,5.082,0.338,-1.0,-1.0,9.402,0.837,-1.0,-1.0,2.605,0.284,-1.0,-1.0,-1.0,328.9
20130623,9.811,0.521,5.522,0.338,-1.0,-1.0,10.42,0.837,-1.0,-1.0,3.025,0.285,-1.0,-1.0,-1.0,308.7
20130624,8.747,0.521,4.952,0.338,-1.0,-1.0,9.102,0.837,-1.0,-1.0,2.486,0.284,-1.0,-1.0,-1.0,335.4
20130625,8.748,0.521,4.951,0.338,-1.0,-1.0,9.102,0.836,-1.0,-1.0,2.486,0.284,-1.0,-1.0,-1.0,335.3
20130626,9.208,0.521,5.196,0.338,-1.0,-1.0,9.67,0.836,-1.0,-1.0,2.715,0.284,-1.0,-1.0,-1.0,322.9
20130627,9.286,0.52,5.237,0.337,-1.0,-1.0,9.765,0.836,-1.0,-1.0,2.754,0.284,-1.0,-1.0,-1.0,320.8
20130628,8.859,0.52,5.007,0.337,-1.0,-1.0,9.235,0.835,-1.0,-1.0,2.541,0.284,-1.0,-1.0,-1.0,331.8
20130629,8.903,0.52,5.028,0.337,-1.0,-1.0,9.285,0.834,-1.0,-1.0,2.562,0.283,-1.0,-1.0,-1.0,330.5
20130630,9.329,0.52,5.254,0.337,-1.0,-1.0,9.809,0.834,-1.0,-1.0,2.775,0.283,-1.0,-1.0,-1.0,319.2
20130701,9.737,0.52,5.47,0.336,-1.0,-1.0,10.311,0.833,-1.0,-1.0,2.985,0.283,-1.0,-1.0,-1.0,309.3
20130702,10.704,0.52,5.984,0.336,-1.0,-1.0,11.503,0.833,-1.0,-1.0,3.502,0.283,-1.0,-1.0,-1.0,288.8
20130703,10.206,0.519,5.715,0.336,-1.0,-1.0,10.882,0.831,-1.0,-1.0,3.232,0.282,-1.0,-1.0,-1.0,298.6
20130704,9.433,0.518,5.299,0.335,-1.0,-1.0,9.922,0.83,-1.0,-1.0,2.827,0.282,-1.0,-1.0,-1.0,315.7
20130705,9.676,0.518,5.425,0.335,-1.0,-1.0,10.217,0.829,-1.0,-1.0,2.952,0.282,-1.0,-1.0,-1.0,309.7
20130706,9.357,0.517,5.251,0.334,-1.0,-1.0,9.817,0.827,-1.0,-1.0,2.788,0.281,-1.0,-1.0,-1.0,316.9
20130707,9.47,0.517,5.307,0.333,-1.0,-1.0,9.951,0.825,-1.0,-1.0,2.845,0.28,-1.0,-1.0,-1.0,313.9
20130708,8.21,0.516,4.632,0.332,-1.0,-1.0,8.395,0.823,-1.0,-1.0,2.225,0.28,-1.0,-1.0,-1.0,348.1
20130709,9.601,0.516,5.368,0.332,-1.0,-1.0,10.099,0.822,-1.0,-1.0,2.911,0.279,-1.0,-1.0,-1.0,310.0
20130710,9.683,0.515,5.407,0.332,-1.0,-1.0,10.193,0.821,-1.0,-1.0,2.952,0.279,-1.0,-1.0,-1.0,307.8
20130711,9.498,0.514,5.303,0.331,-1.0,-1.0,9.958,0.819,-1.0,-1.0,2.857,0.278,-1.0,-1.0,-1.0,311.7
20130712,9.423,0.514,5.258,0.33,-1.0,-1.0,9.858,0.817,-1.0,-1.0,2.818,0.278,-1.0,-1.0,-1.0,313.0
20130713,9.785,0.513,5.445,0.33,-1.0,-1.0,10.295,0.816,-1.0,-1.0,3.004,0.277,-1.0,-1.0,-1.0,304.1
20130714,9.304,0.512,5.185,0.328,-1.0,-1.0,9.697,0.812,-1.0,-1.0,2.756,0.276,-1.0,-1.0,-1.0,314.9
20130715,9.349,0.511,5.202,0.327,-1.0,-1.0,9.743,0.81,-1.0,-1.0,2.778,0.275,-1.0,-1.0,-1.0,313.3
20130716,9.519,0.511,5.286,0.327,-1.0,-1.0,9.941,0.808,-1.0,-1.0,2.864,0.275,-1.0,-1.0,-1.0,308.7
20130717,8.974,0.509,4.992,0.326,-1.0,-1.0,9.267,0.806,-1.0,-1.0,2.589,0.274,-1.0,-1.0,-1.0,321.6
20130718,8.934,0.509,4.965,0.325,-1.0,-1.0,9.21,0.804,-1.0,-1.0,2.569,0.273,-1.0,-1.0,-1.0,322.1
